logged_at,service_uptime_seconds,go_goroutines,go_heap_alloc_bytes,go_heap_objects,workflow_documents_total,workflow_transitions_total,transitions_last_24h,documents_draft,documents_pending_visa,documents_pending_boss,documents_approved,documents_rejected,documents_updated_last_24h,active_actors_last_24h
2026-05-10T16:56:52Z,800,11,2628008,28980,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:57:02Z,810,11,2648184,29297,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:57:12Z,820,11,2668344,29613,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:57:22Z,830,11,2688520,29930,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:57:32Z,840,11,2708744,30248,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:57:42Z,850,11,2728920,30565,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:57:52Z,860,11,2749096,30882,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:58:02Z,870,11,2769272,31199,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:58:12Z,880,11,2789496,31516,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:58:22Z,890,11,2809672,31833,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:58:32Z,900,11,2829848,32150,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:58:42Z,910,11,2850024,32467,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:58:52Z,920,11,2870248,32785,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:59:02Z,930,11,2890424,33102,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:59:12Z,940,11,2910600,33419,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:59:22Z,950,11,2930776,33736,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:59:32Z,960,11,2950952,34053,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:59:42Z,970,11,2971128,34370,0,0,0,0,0,0,0,0,0,0
2026-05-10T16:59:52Z,980,11,2991288,34686,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:00:02Z,990,11,3011448,35002,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:00:12Z,1000,11,3031624,35319,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:00:22Z,1010,11,3051784,35635,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:00:32Z,1020,11,3071944,35951,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:00:42Z,1030,11,3092104,36267,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:00:52Z,1040,11,3112280,36584,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:01:02Z,1050,11,3132440,36900,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:01:12Z,1060,11,3152616,37217,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:01:22Z,1070,11,3172792,37534,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:01:32Z,1080,11,3192968,37851,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:01:42Z,1090,11,3213144,38168,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:01:52Z,1100,11,3233320,38485,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:02:02Z,1110,11,3253480,38801,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:02:12Z,1120,11,3273640,39117,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:02:22Z,1130,11,3293816,39434,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:02:32Z,1140,11,3313992,39751,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:02:42Z,1150,11,3334152,40067,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:02:52Z,1160,11,3354328,40384,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:03:02Z,1170,11,3374488,40700,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:03:12Z,1180,12,604264,2558,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:03:22Z,1190,12,626792,2877,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:03:32Z,1200,12,646952,3193,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:03:42Z,1210,12,667128,3510,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:03:52Z,1220,12,687304,3827,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:04:02Z,1230,12,707480,4144,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:04:12Z,1240,12,727656,4461,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:04:22Z,1250,12,747832,4778,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:04:32Z,1260,12,767992,5094,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:04:42Z,1270,12,788168,5411,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:04:52Z,1280,12,808344,5728,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:05:02Z,1290,12,828520,6045,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:05:12Z,1300,11,584536,2349,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:05:22Z,1310,11,607040,2670,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:05:32Z,1320,11,627216,2987,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:05:42Z,1330,11,647392,3304,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:05:52Z,1340,11,667568,3621,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:06:02Z,1350,11,687744,3938,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:06:12Z,1360,11,707920,4255,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:06:22Z,1370,11,728096,4572,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:06:32Z,1380,11,748256,4888,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:06:42Z,1390,11,768432,5205,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:06:52Z,1400,11,788608,5522,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:07:02Z,1410,11,808784,5839,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:07:12Z,1420,11,565408,2316,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:07:22Z,1430,11,587912,2637,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:07:32Z,1440,11,608072,2953,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:07:42Z,1450,11,628248,3270,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:07:52Z,1460,11,648424,3587,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:08:02Z,1470,11,668600,3904,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:08:12Z,1480,11,688776,4221,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:08:22Z,1490,11,708952,4538,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:08:32Z,1500,11,729112,4854,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:08:42Z,1510,11,749288,5171,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:08:52Z,1520,11,769464,5488,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:09:02Z,1530,11,789640,5805,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:09:12Z,1540,11,564744,2309,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:09:22Z,1550,11,587976,2639,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:09:32Z,1560,11,609424,2974,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:09:42Z,1570,11,629760,3292,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:09:52Z,1580,11,649936,3609,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:10:02Z,1590,11,670096,3925,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:10:12Z,1600,11,690256,4241,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:10:22Z,1610,11,710432,4558,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:10:32Z,1620,11,730592,4874,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:10:42Z,1630,11,750768,5191,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:10:52Z,1640,11,770944,5508,0,0,0,0,0,0,0,0,0,0
2026-05-10T17:11:02Z,1650,11,791104,5824,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:35:51Z,0,9,1063728,3320,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:36:01Z,10,9,1102048,3750,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:36:11Z,20,9,1123056,4073,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:36:21Z,30,9,1143552,4387,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:36:31Z,40,9,1163792,4699,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:36:41Z,50,9,1184048,5012,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:36:51Z,60,9,1204288,5324,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:37:01Z,70,9,1224544,5637,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:37:11Z,80,9,1244784,5949,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:37:21Z,90,9,1265024,6261,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:37:31Z,100,9,1285264,6573,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:37:41Z,110,9,1305568,6887,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:37:51Z,120,9,1325808,7199,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:38:01Z,130,9,1346048,7511,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:38:11Z,140,9,1366304,7824,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:38:21Z,150,9,1386544,8136,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:38:31Z,160,9,1406800,8449,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:38:41Z,170,9,1427040,8761,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:38:51Z,180,9,1447280,9073,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:39:01Z,190,9,1467584,9386,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:39:11Z,200,9,1487824,9698,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:39:21Z,210,9,1508064,10010,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:39:31Z,220,9,1528304,10322,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:39:41Z,230,9,1548544,10634,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:39:51Z,240,9,1568784,10946,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:40:01Z,250,9,1589024,11258,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:40:11Z,260,9,1609264,11570,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:40:21Z,270,9,1629536,11884,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:40:31Z,280,9,1649856,12198,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:40:41Z,290,9,1670128,12512,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:40:51Z,300,9,1690400,12826,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:41:01Z,310,9,1710752,13140,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:41:11Z,320,9,1731008,13453,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:41:21Z,330,9,1751312,13767,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:41:31Z,340,9,1771568,14080,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:41:41Z,350,9,1791824,14393,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:41:51Z,360,9,1812080,14706,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:42:01Z,370,9,1832336,15019,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:42:11Z,380,9,1852592,15332,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:42:21Z,390,9,1872848,15645,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:42:31Z,400,9,1893104,15958,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:42:41Z,410,9,1913376,16272,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:42:51Z,420,9,1933632,16585,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:43:01Z,430,9,1953888,16898,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:43:11Z,440,9,1974144,17211,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:43:21Z,450,9,1994400,17524,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:43:31Z,460,9,2014656,17837,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:43:41Z,470,9,2034912,18150,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:43:51Z,480,9,2055168,18463,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:44:01Z,490,9,2075424,18776,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:44:11Z,500,9,2095680,19089,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:44:21Z,510,9,2115936,19402,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:44:31Z,520,9,2136192,19715,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:44:41Z,530,9,2156448,20028,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:44:51Z,540,9,2176704,20341,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:45:01Z,550,9,2196960,20654,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:45:11Z,560,9,2217216,20967,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:45:21Z,570,9,2237472,21280,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:45:31Z,580,9,2257728,21593,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:45:41Z,590,9,2277984,21906,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:45:51Z,600,9,2298240,22219,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:46:01Z,610,9,2318496,22532,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:46:11Z,620,9,2338768,22846,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:46:21Z,630,9,2359024,23159,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:46:31Z,640,9,2379296,23473,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:46:41Z,650,9,2399552,23786,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:46:51Z,660,9,2419808,24099,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:47:01Z,670,9,2440064,24412,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:47:11Z,680,9,2460320,24725,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:47:21Z,690,9,2480576,25038,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:47:31Z,700,9,2500832,25351,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:47:41Z,710,9,2521104,25665,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:47:51Z,720,9,2541360,25978,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:48:01Z,730,9,2561616,26291,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:48:11Z,740,9,2581888,26605,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:48:21Z,750,9,2602144,26918,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:48:31Z,760,9,2622400,27231,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:48:41Z,770,9,2642656,27544,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:48:51Z,780,9,2662912,27857,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:49:01Z,790,9,2683184,28171,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:49:11Z,800,9,2703536,28485,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:49:21Z,810,9,2723792,28798,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:49:31Z,820,9,2744064,29112,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:49:41Z,830,9,2764336,29426,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:49:51Z,840,9,2784592,29739,0,0,0,0,0,0,0,0,0,0
2026-05-10T22:50:01Z,850,9,2804848,30052,0,0,0,0,0,0,0,0,0,0
